id	year	month	day	dep_time	sched_dep_time	dep_delay	arr_time	sched_arr_time	arr_delay	carrier	flight	tailnum	origin	dest	air_time	distance	hour	minute	time_hour	name
128487	2013	2	20	1519.0	1530	-11.0	1722.0	1725	-3.0	AA	2223	N589AA	LGA	STL	153.0	888	15	30	2013-02-20 15:00:00	American Airlines Inc.
323972	2013	9	17	838.0	835	3.0	1049.0	1045	4.0	EV	4638	N12564	EWR	CVG	88.0	569	8	35	2013-09-17 08:00:00	ExpressJet Airlines Inc.
156775	2013	3	22	2037.0	1854	103.0	2330.0	2200	90.0	UA	1144	N13718	EWR	IAH	201.0	1400	18	54	2013-03-22 18:00:00	United Air Lines Inc.
68940	2013	11	15	623.0	625	-2.0	747.0	750	-3.0	WN	1360	N8310C	LGA	MDW	118.0	725	6	25	2013-11-15 06:00:00	Southwest Airlines Co.
58927	2013	11	4	1315.0	1310	5.0	1913.0	1854	19.0	UA	15	N69063	EWR	HNL	626.0	4963	13	10	2013-11-04 13:00:00	United Air Lines Inc.
76225	2013	11	22	1845.0	1850	-5.0	2257.0	2225	32.0	VX	29	N640VA	JFK	SFO	382.0	2586	18	50	2013-11-22 18:00:00	Virgin America
142062	2013	3	7	1030.0	1030	0.0	1359.0	1410	-11.0	VX	23	N837VA	JFK	SFO	360.0	2586	10	30	2013-03-07 10:00:00	Virgin America
174736	2013	4	11	741.0	745	-4.0	955.0	1013	-18.0	DL	807	N306DQ	EWR	ATL	107.0	746	7	45	2013-04-11 07:00:00	Delta Air Lines Inc.
217399	2013	5	27	636.0	645	-9.0	858.0	906	-8.0	US	334	N649AW	EWR	PHX	285.0	2133	6	45	2013-05-27 06:00:00	US Airways Inc.
27271	2013	10	1	924.0	929	-5.0	1115.0	1132	-17.0	EV	4380	N31131	EWR	MSP	149.0	1008	9	29	2013-10-01 09:00:00	ExpressJet Airlines Inc.
279693	2013	7	31	1854.0	1840	14.0	2100.0	2109	-9.0	9E	4245	N8477R	JFK	CHS	87.0	636	18	40	2013-07-31 18:00:00	Endeavor Air Inc.
25463	2013	1	30	1056.0	1100	-4.0	1227.0	1223	4.0	EV	4240	N14902	EWR	BUF	52.0	282	11	0	2013-01-30 11:00:00	ExpressJet Airlines Inc.
108140	2013	12	28	1056.0	1100	-4.0	1210.0	1222	-12.0	EV	5349	N707EV	LGA	BTV	43.0	258	11	0	2013-12-28 11:00:00	ExpressJet Airlines Inc.
249166	2013	6	29	1502.0	1450	12.0	1630.0	1632	-2.0	9E	3393	N904XJ	JFK	DCA	44.0	213	14	50	2013-06-29 14:00:00	Endeavor Air Inc.
184322	2013	4	21	1155.0	1200	-5.0	1300.0	1315	-15.0	9E	3341	N601LR	JFK	BOS	35.0	187	12	0	2013-04-21 12:00:00	Endeavor Air Inc.
160493	2013	3	27	554.0	600	-6.0	838.0	906	-28.0	UA	1431	N33714	EWR	DFW	196.0	1372	6	0	2013-03-27 06:00:00	United Air Lines Inc.
64300	2013	11	10	957.0	1000	-3.0	1625.0	1555	30.0	HA	51	N393HA	JFK	HNL	667.0	4983	10	0	2013-11-10 10:00:00	Hawaiian Airlines Inc.
38065	2013	10	12	1908.0	1835	33.0	2149.0	2137	12.0	DL	2391	N389DA	JFK	TPA	127.0	1005	18	35	2013-10-12 18:00:00	Delta Air Lines Inc.
271656	2013	7	23	1525.0	1505	20.0	1820.0	1835	-15.0	AA	1769	N356AA	JFK	MIA	145.0	1089	15	5	2013-07-23 15:00:00	American Airlines Inc.
220529	2013	5	30	1000.0	959	1.0	1158.0	1201	-3.0	US	1277	N757UW	LGA	CLT	77.0	544	9	59	2013-05-30 09:00:00	US Airways Inc.
197631	2013	5	5	1602.0	1516	46.0	1844.0	1822	22.0	UA	1464	N77430	EWR	SFO	320.0	2565	15	16	2013-05-05 15:00:00	United Air Lines Inc.
306710	2013	8	29	743.0	647	56.0	857.0	809	48.0	B6	905	N821JB	JFK	ORD	107.0	740	6	47	2013-08-29 06:00:00	JetBlue Airways
109739	2013	12	30	825.0	829	-4.0	1026.0	1028	-2.0	B6	219	N281JB	JFK	CLT	98.0	541	8	29	2013-12-30 08:00:00	JetBlue Airways
29883	2013	10	3	2058.0	2100	-2.0	2330.0	2344	-14.0	B6	499	N587JB	LGA	MCO	128.0	950	21	0	2013-10-03 21:00:00	JetBlue Airways
168964	2013	4	4	2115.0	2115	0.0	2223.0	2214	9.0	EV	4404	N15910	EWR	PVD	35.0	160	21	15	2013-04-04 21:00:00	ExpressJet Airlines Inc.
307768	2013	8	30	840.0	729	71.0	1015.0	907	68.0	EV	4125	N19966	EWR	GSO	69.0	445	7	29	2013-08-30 07:00:00	ExpressJet Airlines Inc.
31382	2013	10	5	1526.0	1530	-4.0	1705.0	1713	-8.0	DL	804	N713TW	JFK	PIT	61.0	340	15	30	2013-10-05 15:00:00	Delta Air Lines Inc.
189988	2013	4	27	917.0	928	-11.0	1127.0	1131	-4.0	EV	4162	N12957	EWR	CLT	85.0	529	9	28	2013-04-27 09:00:00	ExpressJet Airlines Inc.
292922	2013	8	14	1532.0	1529	3.0	1840.0	1841	-1.0	UA	1037	N37287	EWR	SFO	342.0	2565	15	29	2013-08-14 15:00:00	United Air Lines Inc.
183273	2013	4	20	635.0	640	-5.0	1025.0	1040	-15.0	AA	413	N3BYAA	JFK	SJU	201.0	1598	6	40	2013-04-20 06:00:00	American Airlines Inc.
271831	2013	7	23	1903.0	1755	68.0	2150.0	2114	36.0	UA	212	N572UA	EWR	SFO	330.0	2565	17	55	2013-07-23 17:00:00	United Air Lines Inc.
152025	2013	3	18	555.0	600	-5.0	831.0	830	1.0	DL	461	N686DA	LGA	ATL	120.0	762	6	0	2013-03-18 06:00:00	Delta Air Lines Inc.
184437	2013	4	21	1431.0	1440	-9.0	1849.0	1753	56.0	DL	1779	N984DL	LGA	FLL	165.0	1076	14	40	2013-04-21 14:00:00	Delta Air Lines Inc.
50866	2013	10	26	1452.0	1455	-3.0	1731.0	1750	-19.0	AA	2285	N5FFAA	JFK	MCO	130.0	944	14	55	2013-10-26 14:00:00	American Airlines Inc.
327750	2013	9	21	730.0	730	0.0	818.0	827	-9.0	EV	4714	N14959	EWR	BDL	29.0	116	7	30	2013-09-21 07:00:00	ExpressJet Airlines Inc.
250822	2013	7	1	1253.0	1208	45.0	1515.0	1452	23.0	B6	323	N709JB	JFK	LAX	292.0	2475	12	8	2013-07-01 12:00:00	JetBlue Airways
306151	2013	8	28	1627.0	1620	7.0	1930.0	1940	-10.0	AA	1559	N3ERAA	LGA	MIA	140.0	1096	16	20	2013-08-28 16:00:00	American Airlines Inc.
243762	2013	6	24	59.0	2135	204.0	316.0	8	188.0	B6	611	N579JB	JFK	LAS	296.0	2248	21	35	2013-06-24 21:00:00	JetBlue Airways
142799	2013	3	8	511.0	515	-4.0	801.0	814	-13.0	UA	1545	N24212	EWR	IAH	190.0	1400	5	15	2013-03-08 05:00:00	United Air Lines Inc.
296979	2013	8	18	2126.0	2124	2.0	2357.0	2359	-2.0	UA	677	N413UA	EWR	IAH	181.0	1400	21	24	2013-08-18 21:00:00	United Air Lines Inc.
84437	2013	12	2	956.0	950	6.0	1125.0	1123	2.0	FL	160	N965AT	LGA	CAK	66.0	397	9	50	2013-12-02 09:00:00	AirTran Airways Corporation
34832	2013	10	9	1051.0	1053	-2.0	1210.0	1228	-18.0	EV	3828	N16954	EWR	RDU	68.0	416	10	53	2013-10-09 10:00:00	ExpressJet Airlines Inc.
41432	2013	10	16	1315.0	1310	5.0	1552.0	1530	22.0	FL	348	N945AT	LGA	ATL	111.0	762	13	10	2013-10-16 13:00:00	AirTran Airways Corporation
11005	2013	1	13	1710.0	1655	15.0	2025.0	2010	15.0	B6	185	N531JB	JFK	SAN	351.0	2446	16	55	2013-01-13 16:00:00	JetBlue Airways
96250	2013	12	15	1010.0	1015	-5.0	1127.0	1150	-23.0	AA	325	N540AA	LGA	ORD	112.0	733	10	15	2013-12-15 10:00:00	American Airlines Inc.
49605	2013	10	25	755.0	800	-5.0	903.0	933	-30.0	UA	544	N845UA	LGA	ORD	104.0	733	8	0	2013-10-25 08:00:00	United Air Lines Inc.
254336	2013	7	5	1052.0	1055	-3.0	1357.0	1358	-1.0	B6	971	N509JB	LGA	FLL	167.0	1076	10	55	2013-07-05 10:00:00	JetBlue Airways
229012	2013	6	8	1057.0	1100	-3.0	1234.0	1304	-30.0	DL	1031	N340NB	LGA	DTW	72.0	502	11	0	2013-06-08 11:00:00	Delta Air Lines Inc.
82685	2013	11	30	1307.0	1315	-8.0	1447.0	1506	-19.0	US	802	N427US	EWR	CLT	85.0	529	13	15	2013-11-30 13:00:00	US Airways Inc.
4384	2013	1	6	657.0	700	-3.0	1018.0	1007	11.0	B6	981	N534JB	JFK	FLL	163.0	1069	7	0	2013-01-06 07:00:00	JetBlue Airways
85077	2013	12	2	2038.0	1930	68.0	2346.0	2249	57.0	DL	1091	N342NW	JFK	SAT	218.0	1587	19	30	2013-12-02 19:00:00	Delta Air Lines Inc.
317157	2013	9	9	1929.0	1930	-1.0	2150.0	2234	-44.0	UA	251	N473UA	EWR	TPA	129.0	997	19	30	2013-09-09 19:00:00	United Air Lines Inc.
130004	2013	2	22	759.0	755	4.0	932.0	930	2.0	WN	111	N926WN	LGA	MDW	129.0	725	7	55	2013-02-22 07:00:00	Southwest Airlines Co.
259859	2013	7	11	852.0	755	57.0	1055.0	1009	46.0	UA	561	N577UA	LGA	DEN	209.0	1620	7	55	2013-07-11 07:00:00	United Air Lines Inc.
132425	2013	2	24	2327.0	2010	197.0	132.0	2228	184.0	EV	4555	N11176	EWR	OMA	170.0	1134	20	10	2013-02-24 20:00:00	ExpressJet Airlines Inc.
190171	2013	4	27	1338.0	1345	-7.0	1602.0	1617	-15.0	B6	615	N216JB	JFK	JAX	115.0	828	13	45	2013-04-27 13:00:00	JetBlue Airways
148975	2013	3	14	1621.0	1605	16.0	1908.0	1903	5.0	UA	1269	N35204	EWR	PBI	147.0	1023	16	5	2013-03-14 16:00:00	United Air Lines Inc.
23786	2013	1	28	1345.0	1350	-5.0	1634.0	1708	-34.0	UA	1164	N35204	EWR	FLL	152.0	1065	13	50	2013-01-28 13:00:00	United Air Lines Inc.
114666	2013	2	5	558.0	600	-2.0	909.0	858	11.0	B6	507	N584JB	EWR	FLL	155.0	1065	6	0	2013-02-05 06:00:00	JetBlue Airways
255367	2013	7	6	1501.0	1459	2.0	1817.0	1758	19.0	UA	841	N554UA	JFK	LAX	323.0	2475	14	59	2013-07-06 14:00:00	United Air Lines Inc.
169150	2013	4	5	749.0	750	-1.0	1137.0	1155	-18.0	AA	655	N5FLAA	JFK	STT	206.0	1623	7	50	2013-04-05 07:00:00	American Airlines Inc.
100203	2013	12	19	1204.0	1200	4.0	1307.0	1308	-1.0	B6	316	N304JB	JFK	SYR	45.0	209	12	0	2013-12-19 12:00:00	JetBlue Airways
243113	2013	6	23	1108.0	1055	13.0	1459.0	1445	14.0	B6	403	N517JB	JFK	SJU	202.0	1598	10	55	2013-06-23 10:00:00	JetBlue Airways
270233	2013	7	22	645.0	630	15.0	822.0	813	9.0	EV	4334	N15973	EWR	CMH	81.0	463	6	30	2013-07-22 06:00:00	ExpressJet Airlines Inc.
180002	2013	4	16	1816.0	1804	12.0	2145.0	2145	0.0	B6	173	N789JB	JFK	SJC	361.0	2569	18	4	2013-04-16 18:00:00	JetBlue Airways
156826	2013	3	22	2147.0	2145	2.0	123.0	132	-9.0	B6	701	N339JB	JFK	SJU	191.0	1598	21	45	2013-03-22 21:00:00	JetBlue Airways
236268	2013	6	16	756.0	800	-4.0	1028.0	1050	-22.0	B6	625	N190JB	JFK	HOU	193.0	1428	8	0	2013-06-16 08:00:00	JetBlue Airways
112644	2013	2	2	1518.0	1500	18.0	1625.0	1630	-5.0	WN	577	N250WN	LGA	MKE	113.0	738	15	0	2013-02-02 15:00:00	Southwest Airlines Co.
196982	2013	5	4	1914.0	1919	-5.0	2153.0	2224	-31.0	UA	1616	N37298	EWR	RSW	145.0	1068	19	19	2013-05-04 19:00:00	United Air Lines Inc.
169773	2013	4	5	1824.0	1829	-5.0	2119.0	2038	41.0	DL	2019	N353NB	LGA	MSP	184.0	1020	18	29	2013-04-05 18:00:00	Delta Air Lines Inc.
181664	2013	4	18	1313.0	1210	63.0	1419.0	1325	54.0	WN	149	N250WN	EWR	MDW	109.0	711	12	10	2013-04-18 12:00:00	Southwest Airlines Co.
50049	2013	10	25	1528.0	1525	3.0	1852.0	1840	12.0	AA	133	N323AA	JFK	LAX	327.0	2475	15	25	2013-10-25 15:00:00	American Airlines Inc.
33944	2013	10	8	1234.0	1240	-6.0	1451.0	1520	-29.0	AA	300	N479AA	EWR	DFW	182.0	1372	12	40	2013-10-08 12:00:00	American Airlines Inc.
262845	2013	7	14	1259.0	1300	-1.0	1519.0	1555	-36.0	VX	165	N638VA	EWR	LAX	295.0	2454	13	0	2013-07-14 13:00:00	Virgin America
280084	2013	8	1	825.0	830	-5.0	935.0	950	-15.0	AA	1838	N3KTAA	JFK	BOS	38.0	187	8	30	2013-08-01 08:00:00	American Airlines Inc.
93443	2013	12	11		1025			1127		B6	518	N307JB	JFK	BOS		187	10	25	2013-12-11 10:00:00	JetBlue Airways
166680	2013	4	2	1621.0	1540	41.0	1747.0	1709	38.0	EV	3815	N13133	EWR	BNA	129.0	748	15	40	2013-04-02 15:00:00	ExpressJet Airlines Inc.
174821	2013	4	11	853.0	900	-7.0	1207.0	1157	10.0	UA	636	N403UA	EWR	IAH	218.0	1400	9	0	2013-04-11 09:00:00	United Air Lines Inc.
17643	2013	1	21	1120.0	1125	-5.0	1548.0	1620	-32.0	DL	315	N3771K	JFK	SJU	187.0	1598	11	25	2013-01-21 11:00:00	Delta Air Lines Inc.
93990	2013	12	12	1500.0	1459	1.0	1721.0	1740	-19.0	DL	2347	N680DA	LGA	ATL	106.0	762	14	59	2013-12-12 14:00:00	Delta Air Lines Inc.
266172	2013	7	17	1824.0	1641	103.0	16.0	1913		EV	3854	N16546	EWR	ATL		746	16	41	2013-07-17 16:00:00	ExpressJet Airlines Inc.
187563	2013	4	24	1748.0	1615	93.0	2100.0	1840	140.0	MQ	4657	N542MQ	LGA	ATL	115.0	762	16	15	2013-04-24 16:00:00	Envoy Air
268374	2013	7	19	2320.0	1930	230.0	38.0	2049	229.0	EV	5714	N909EV	JFK	IAD	43.0	228	19	30	2013-07-19 19:00:00	ExpressJet Airlines Inc.
112380	2013	2	2	848.0	900	-12.0	958.0	1023	-25.0	US	2167	N945UW	LGA	DCA	50.0	214	9	0	2013-02-02 09:00:00	US Airways Inc.
10346	2013	1	12	1826.0	1830	-4.0	2038.0	2047	-9.0	DL	1225	N336NB	JFK	DTW	86.0	509	18	30	2013-01-12 18:00:00	Delta Air Lines Inc.
180783	2013	4	17	1454.0	1450	4.0	1641.0	1630	11.0	EV	4596	N13908	EWR	STL	139.0	872	14	50	2013-04-17 14:00:00	ExpressJet Airlines Inc.
284007	2013	8	5	1156.0	1158	-2.0	1317.0	1330	-13.0	EV	5795	N13553	EWR	PIT	54.0	319	11	58	2013-08-05 11:00:00	ExpressJet Airlines Inc.
142599	2013	3	7	2047.0	2020	27.0	2303.0	2245	18.0	MQ	4662	N505MQ	LGA	ATL	101.0	762	20	20	2013-03-07 20:00:00	Envoy Air
102318	2013	12	21	1632.0	1600	32.0	1831.0	1828	3.0	EV	5043	N605QX	LGA	CHS	95.0	641	16	0	2013-12-21 16:00:00	ExpressJet Airlines Inc.
244088	2013	6	24	1046.0	900	106.0	1146.0	1035	71.0	UA	1477	N76503	LGA	ORD	104.0	733	9	0	2013-06-24 09:00:00	United Air Lines Inc.
274418	2013	7	26	950.0	955	-5.0	1104.0	1115	-11.0	MQ	3670	N516MQ	LGA	BNA	104.0	764	9	55	2013-07-26 09:00:00	Envoy Air
111401	2013	2	1	722.0	705	17.0	1040.0	1018	22.0	UA	298	N539UA	EWR	LAX	348.0	2454	7	5	2013-02-01 07:00:00	United Air Lines Inc.
136468	2013	3	1	857.0	900	-3.0	1057.0	1135	-38.0	UA	1643	N19141	EWR	DEN	208.0	1605	9	0	2013-03-01 09:00:00	United Air Lines Inc.
71291	2013	11	17	1900.0	1840	20.0	2213.0	2156	17.0	DL	2139	N360NB	LGA	MIA	150.0	1096	18	40	2013-11-17 18:00:00	Delta Air Lines Inc.
95481	2013	12	14	743.0	748	-5.0	1048.0	1108	-20.0	UA	327	N429UA	EWR	PDX	347.0	2434	7	48	2013-12-14 07:00:00	United Air Lines Inc.
33799	2013	10	8	926.0	915	11.0	1223.0	1222	1.0	DL	1885	N920DL	LGA	MCO	137.0	950	9	15	2013-10-08 09:00:00	Delta Air Lines Inc.
92062	2013	12	10	1719.0	1725	-6.0	2053.0	2047	6.0	UA	237	N845UA	EWR	PDX	355.0	2434	17	25	2013-12-10 17:00:00	United Air Lines Inc.
20617	2013	1	24	1644.0	1650	-6.0	1759.0	1820	-21.0	AA	1790	N3HUAA	JFK	BOS	47.0	187	16	50	2013-01-24 16:00:00	American Airlines Inc.
268239	2013	7	19	1930.0	1930	0.0	2205.0	2215	-10.0	DL	2041	N373NW	JFK	ATL	99.0	760	19	30	2013-07-19 19:00:00	Delta Air Lines Inc.
304081	2013	8	26	1242.0	1006	156.0	1446.0	1255	111.0	UA	1735	N87512	EWR	LAX	286.0	2454	10	6	2013-08-26 10:00:00	United Air Lines Inc.
125936	2013	2	17	1952.0	1940	12.0	2242.0	2240	2.0	AA	1787	N3HBAA	JFK	TPA	143.0	1005	19	40	2013-02-17 19:00:00	American Airlines Inc.
111925	2013	2	1	1654.0	1700	-6.0	2028.0	2049	-21.0	DL	31	N722TW	JFK	SFO	366.0	2586	17	0	2013-02-01 17:00:00	Delta Air Lines Inc.
253012	2013	7	3	1655.0	1655	0.0	1938.0	1950	-12.0	AA	1507	N571AA	EWR	DFW	187.0	1372	16	55	2013-07-03 16:00:00	American Airlines Inc.
128804	2013	2	20	2025.0	2028	-3.0	46.0	119	-33.0	UA	1071	N12221	EWR	BQN	178.0	1585	20	28	2013-02-20 20:00:00	United Air Lines Inc.
268979	2013	7	20	1720.0	1630	50.0	1909.0	1830	39.0	MQ	3199	N5PBMQ	LGA	CLT	81.0	544	16	30	2013-07-20 16:00:00	Envoy Air
1288	2013	1	2	1341.0	1320	21.0	1548.0	1504	44.0	EV	3832	N12996	EWR	STL	174.0	872	13	20	2013-01-02 13:00:00	ExpressJet Airlines Inc.
22518	2013	1	26	2138.0	2135	3.0	22.0	36	-14.0	B6	11	N629JB	JFK	FLL	146.0	1069	21	35	2013-01-26 21:00:00	JetBlue Airways
235712	2013	6	15	1257.0	1300	-3.0	1409.0	1425	-16.0	UA	1172	N17128	EWR	ORD	109.0	719	13	0	2013-06-15 13:00:00	United Air Lines Inc.
264420	2013	7	16	555.0	605	-10.0	718.0	735	-17.0	MQ	3525	N725MQ	LGA	RDU	61.0	431	6	5	2013-07-16 06:00:00	Envoy Air
230674	2013	6	10	908.0	905	3.0	1057.0	1115	-18.0	DL	181	N314US	LGA	DTW	82.0	502	9	5	2013-06-10 09:00:00	Delta Air Lines Inc.
331525	2013	9	25	1021.0	1026	-5.0	1118.0	1130	-12.0	B6	518	N304JB	JFK	BOS	37.0	187	10	26	2013-09-25 10:00:00	JetBlue Airways
225361	2013	6	4	1429.0	1430	-1.0	1546.0	1555	-9.0	EV	5699	N877AS	LGA	IAD	46.0	229	14	30	2013-06-04 14:00:00	ExpressJet Airlines Inc.
308027	2013	8	30	1345.0	1352	-7.0	1440.0	1453	-13.0	EV	4201	N14904	EWR	MHT	35.0	209	13	52	2013-08-30 13:00:00	ExpressJet Airlines Inc.
112609	2013	2	2	1447.0	1452	-5.0	1628.0	1653	-25.0	DL	1231	N331NW	LGA	DTW	84.0	502	14	52	2013-02-02 14:00:00	Delta Air Lines Inc.
8530	2013	1	10	1637.0	1645	-8.0	1849.0	1906	-17.0	9E	4027	N825AY	EWR	CVG	102.0	569	16	45	2013-01-10 16:00:00	Endeavor Air Inc.
204325	2013	5	12	1908.0	1900	8.0	2321.0	2251	30.0	DL	1465	N717TW	JFK	SFO	353.0	2586	19	0	2013-05-12 19:00:00	Delta Air Lines Inc.
33730	2013	10	8	831.0	840	-9.0	1039.0	1100	-21.0	EV	5475	N611QX	LGA	CLT	94.0	544	8	40	2013-10-08 08:00:00	ExpressJet Airlines Inc.
8629	2013	1	10	1805.0	1807	-2.0	2122.0	2128	-6.0	B6	217	N605JB	JFK	LGB	350.0	2465	18	7	2013-01-10 18:00:00	JetBlue Airways
299895	2013	8	21	1953.0	1940	13.0	2257.0	2255	2.0	B6	161	N708JB	JFK	SMF	320.0	2521	19	40	2013-08-21 19:00:00	JetBlue Airways
63215	2013	11	8	1920.0	1929	-9.0	2245.0	2249	-4.0	AA	235	N3BEAA	JFK	SEA	353.0	2422	19	29	2013-11-08 19:00:00	American Airlines Inc.
9817	2013	1	12	648.0	651	-3.0	914.0	915	-1.0	UA	1255	N78438	EWR	DEN	245.0	1605	6	51	2013-01-12 06:00:00	United Air Lines Inc.
251622	2013	7	2	839.0	842	-3.0	1108.0	1152	-44.0	UA	1581	N37420	EWR	SEA	302.0	2402	8	42	2013-07-02 08:00:00	United Air Lines Inc.
287739	2013	8	9	727.0	725	2.0	844.0	845	-1.0	WN	463	N945WN	EWR	BNA	113.0	748	7	25	2013-08-09 07:00:00	Southwest Airlines Co.
223008	2013	6	2	633.0	645	-12.0	919.0	946	-27.0	B6	135	N638JB	JFK	RSW	147.0	1074	6	45	2013-06-02 06:00:00	JetBlue Airways
12490	2013	1	15	1009.0	1015	-6.0	1346.0	1334	12.0	UA	1171	N76269	LGA	IAH	244.0	1416	10	15	2013-01-15 10:00:00	United Air Lines Inc.
23062	2013	1	27	1639.0	1650	-11.0	1737.0	1820	-43.0	AA	1790	N3DMAA	JFK	BOS	42.0	187	16	50	2013-01-27 16:00:00	American Airlines Inc.
75137	2013	11	21	1701.0	1700	1.0	2041.0	2020	21.0	AA	172	N5CKAA	EWR	MIA	172.0	1085	17	0	2013-11-21 17:00:00	American Airlines Inc.
230839	2013	6	10	1253.0	1301	-8.0	1349.0	1412	-23.0	B6	1008	N193JB	JFK	BOS	35.0	187	13	1	2013-06-10 13:00:00	JetBlue Airways
98851	2013	12	17		1155			1355		MQ	3616	N526MQ	LGA	MSP		1020	11	55	2013-12-17 11:00:00	Envoy Air
