id	year	month	day	dep_time	sched_dep_time	dep_delay	arr_time	sched_arr_time	arr_delay	carrier	flight	tailnum	origin	dest	air_time	distance	hour	minute	time_hour	name
167251	2013	4	3	844.0	755	49.0	1106.0	1007	59.0	9E	3879	N824AY	EWR	CVG	105.0	569	7	55	2013-04-03 07:00:00	Endeavor Air Inc.
10834	2013	1	13	1414.0	1420	-6.0	1551.0	1550	1.0	MQ	3728	N518MQ	EWR	ORD	135.0	719	14	20	2013-01-13 14:00:00	Envoy Air
138286	2013	3	3	1154.0	1035	79.0	1258.0	1159	59.0	EV	4322	N14204	EWR	MKE	104.0	725	10	35	2013-03-03 10:00:00	ExpressJet Airlines Inc.
191948	2013	4	29	1354.0	1400	-6.0	1450.0	1506	-16.0	US	2130	N952UW	LGA	BOS	35.0	184	14	0	2013-04-29 14:00:00	US Airways Inc.
7632	2013	1	9	1654.0	1700	-6.0	1804.0	1813	-9.0	US	2136	N965UW	LGA	BOS	39.0	184	17	0	2013-01-09 17:00:00	US Airways Inc.
108283	2013	12	28	1435.0	1441	-6.0	1652.0	1723	-31.0	9E	2918	N293PQ	JFK	IND	111.0	665	14	41	2013-12-28 14:00:00	Endeavor Air Inc.
241834	2013	6	21	1859.0	1855	4.0	2151.0	2215	-24.0	VX	29	N629VA	JFK	SFO	331.0	2586	18	55	2013-06-21 18:00:00	Virgin America
262671	2013	7	14	909.0	915	-6.0	1114.0	1215	-61.0	VX	161	N842VA	EWR	LAX	285.0	2454	9	15	2013-07-14 09:00:00	Virgin America
195984	2013	5	3	1632.0	1551	41.0	1909.0	1847	22.0	UA	1593	N53442	EWR	MCO	134.0	937	15	51	2013-05-03 15:00:00	United Air Lines Inc.
124272	2013	2	15	1818.0	1805	13.0	1948.0	1950	-2.0	WN	551	N216WR	LGA	BNA	130.0	764	18	5	2013-02-15 18:00:00	Southwest Airlines Co.
275209	2013	7	27	656.0	655	1.0	939.0	1005	-26.0	AA	2279	N3GMAA	LGA	MIA	142.0	1096	6	55	2013-07-27 06:00:00	American Airlines Inc.
108077	2013	12	28	928.0	901	27.0	1250.0	1211	39.0	UA	284	N424UA	EWR	FLL	164.0	1065	9	1	2013-12-28 09:00:00	United Air Lines Inc.
223674	2013	6	2	2037.0	1905	92.0	2345.0	2224	81.0	B6	111	N588JB	JFK	FLL	142.0	1069	19	5	2013-06-02 19:00:00	JetBlue Airways
40663	2013	10	15	1627.0	1625	2.0	1945.0	1932	13.0	B6	423	N703JB	JFK	LAX	337.0	2475	16	25	2013-10-15 16:00:00	JetBlue Airways
38288	2013	10	13	835.0	840	-5.0	1054.0	1105	-11.0	UA	447	N438UA	EWR	PHX	292.0	2133	8	40	2013-10-13 08:00:00	United Air Lines Inc.
320989	2013	9	13	1906.0	1830	36.0	2028.0	2010	18.0	MQ	3134	N506MQ	EWR	ORD	106.0	719	18	30	2013-09-13 18:00:00	Envoy Air
321636	2013	9	14	1538.0	1415	83.0	1707.0	1535	92.0	EV	5712	N829AS	JFK	IAD	43.0	228	14	15	2013-09-14 14:00:00	ExpressJet Airlines Inc.
88802	2013	12	6	1913.0	1729	104.0	2159.0	2029	90.0	UA	1109	N41140	EWR	MCO	144.0	937	17	29	2013-12-06 17:00:00	United Air Lines Inc.
195272	2013	5	2	2019.0	1925	54.0	2329.0	2219	70.0	DL	1485	N931DL	LGA	MCO	144.0	950	19	25	2013-05-02 19:00:00	Delta Air Lines Inc.
207317	2013	5	15	2054.0	2100	-6.0	8.0	30	-22.0	DL	2363	N718TW	JFK	LAX	326.0	2475	21	0	2013-05-15 21:00:00	Delta Air Lines Inc.
246612	2013	6	26	2117.0	2015	62.0	2335.0	2236	59.0	EV	4333	N14105	EWR	TUL	164.0	1215	20	15	2013-06-26 20:00:00	ExpressJet Airlines Inc.
176905	2013	4	13	1155.0	1200	-5.0	1525.0	1519	6.0	UA	642	N512UA	JFK	SFO	370.0	2586	12	0	2013-04-13 12:00:00	United Air Lines Inc.
110021	2013	12	30	1354.0	1215	99.0	1551.0	1416	95.0	EV	6030	N14902	EWR	CLT	105.0	529	12	15	2013-12-30 12:00:00	ExpressJet Airlines Inc.
228126	2013	6	7	1200.0	1200	0.0	1447.0	1507	-20.0	UA	580	N525UA	JFK	SFO	323.0	2586	12	0	2013-06-07 12:00:00	United Air Lines Inc.
74557	2013	11	21	742.0	745	-3.0	1044.0	1058	-14.0	DL	183	N706TW	JFK	SEA	343.0	2422	7	45	2013-11-21 07:00:00	Delta Air Lines Inc.
305874	2013	8	28	925.0	930	-5.0	1028.0	1039	-11.0	B6	116	N236JB	JFK	SYR	44.0	209	9	30	2013-08-28 09:00:00	JetBlue Airways
239823	2013	6	19	1829.0	1835	-6.0	2033.0	2010	23.0	MQ	3674	N534MQ	LGA	CLE	70.0	419	18	35	2013-06-19 18:00:00	Envoy Air
236490	2013	6	16	1222.0	1230	-8.0	1515.0	1558	-43.0	DL	1455	N915DE	LGA	MIA	145.0	1096	12	30	2013-06-16 12:00:00	Delta Air Lines Inc.
63732	2013	11	9	1336.0	1325	11.0	1644.0	1645	-1.0	WN	1676	N244WN	EWR	AUS	227.0	1504	13	25	2013-11-09 13:00:00	Southwest Airlines Co.
229402	2013	6	8	1859.0	1900	-1.0	2226.0	2250	-24.0	DL	1465	N705TW	JFK	SFO	335.0	2586	19	0	2013-06-08 19:00:00	Delta Air Lines Inc.
249754	2013	6	30	932.0	945	-13.0	1241.0	1305	-24.0	AA	1871	N3CNAA	LGA	MIA	146.0	1096	9	45	2013-06-30 09:00:00	American Airlines Inc.
291261	2013	8	12	2045.0	2045	0.0	2331.0	5	-34.0	UA	1645	N77296	EWR	PDX	329.0	2434	20	45	2013-08-12 20:00:00	United Air Lines Inc.
114658	2013	2	5	553.0	600	-7.0	709.0	658	11.0	US	1833	N959UW	JFK	PHL	35.0	94	6	0	2013-02-05 06:00:00	US Airways Inc.
169515	2013	4	5	1433.0	1437	-4.0	1635.0	1632	3.0	EV	4104	N16919	EWR	DTW	92.0	488	14	37	2013-04-05 14:00:00	ExpressJet Airlines Inc.
27967	2013	10	1		1100			1246		9E	3475		EWR	DTW		488	11	0	2013-10-01 11:00:00	Endeavor Air Inc.
20754	2013	1	24	1844.0	1845	-1.0	2126.0	2137	-11.0	9E	3369	N930XJ	JFK	MSY	163.0	1182	18	45	2013-01-24 18:00:00	Endeavor Air Inc.
285689	2013	8	7	650.0	655	-5.0	912.0	906	6.0	US	433	N647AW	EWR	PHX	286.0	2133	6	55	2013-08-07 06:00:00	US Airways Inc.
217720	2013	5	27	1246.0	1250	-4.0	1359.0	1408	-9.0	EV	4104	N15574	EWR	BNA	106.0	748	12	50	2013-05-27 12:00:00	ExpressJet Airlines Inc.
202277	2013	5	10	1224.0	1228	-4.0	1345.0	1347	-2.0	B6	66	N184JB	JFK	BUF	57.0	301	12	28	2013-05-10 12:00:00	JetBlue Airways
15623	2013	1	18	1749.0	1755	-6.0	2052.0	2109	-17.0	B6	989	N556JB	JFK	FLL	159.0	1069	17	55	2013-01-18 17:00:00	JetBlue Airways
319262	2013	9	12	628.0	635	-7.0	813.0	833	-20.0	US	2023	N151UW	EWR	CLT	78.0	529	6	35	2013-09-12 06:00:00	US Airways Inc.
150015	2013	3	15	1719.0	1720	-1.0	1825.0	1844	-19.0	UA	1172	N35271	EWR	BOS	43.0	200	17	20	2013-03-15 17:00:00	United Air Lines Inc.
237121	2013	6	17	623.0	630	-7.0	803.0	835	-32.0	US	1100	N555AY	LGA	CLT	84.0	544	6	30	2013-06-17 06:00:00	US Airways Inc.
92842	2013	12	11	1146.0	1105	41.0	1431.0	1335	56.0	WN	1250	N436WN	LGA	DEN	255.0	1620	11	5	2013-12-11 11:00:00	Southwest Airlines Co.
177732	2013	4	14	1253.0	1300	-7.0	1407.0	1410	-3.0	US	2175	N944UW	LGA	DCA	44.0	214	13	0	2013-04-14 13:00:00	US Airways Inc.
247070	2013	6	27	1038.0	1040	-2.0	1237.0	1309	-32.0	UA	277	N473UA	EWR	LAS	279.0	2227	10	40	2013-06-27 10:00:00	United Air Lines Inc.
182313	2013	4	19	630.0	640	-10.0	835.0	846	-11.0	EV	4535	N11150	EWR	MSP	156.0	1008	6	40	2013-04-19 06:00:00	ExpressJet Airlines Inc.
19013	2013	1	22	1957.0	2000	-3.0	2129.0	2139	-10.0	UA	1574	N17730	EWR	CLE	72.0	404	20	0	2013-01-22 20:00:00	United Air Lines Inc.
98064	2013	12	17	757.0	800	-3.0	1129.0	1135	-6.0	AA	59	N351AA	JFK	SFO	352.0	2586	8	0	2013-12-17 08:00:00	American Airlines Inc.
121040	2013	2	12	1030.0	1030	0.0	1214.0	1215	-1.0	MQ	4471	N734MQ	LGA	RDU	76.0	431	10	30	2013-02-12 10:00:00	Envoy Air
188931	2013	4	26	721.0	724	-3.0	840.0	837	3.0	B6	44	N520JB	JFK	SYR	45.0	209	7	24	2013-04-26 07:00:00	JetBlue Airways
98221	2013	12	17	1055.0	1100	-5.0	1230.0	1210	20.0	MQ	3230	N517MQ	JFK	DCA	47.0	213	11	0	2013-12-17 11:00:00	Envoy Air
119180	2013	2	10	959.0	1005	-6.0	1253.0	1315	-22.0	UA	454	N444UA	EWR	FLL	160.0	1065	10	5	2013-02-10 10:00:00	United Air Lines Inc.
272740	2013	7	24	1558.0	1520	38.0	1731.0	1705	26.0	AA	2223	N542AA	LGA	STL	124.0	888	15	20	2013-07-24 15:00:00	American Airlines Inc.
206200	2013	5	14	1801.0	1800	1.0	1934.0	1950	-16.0	AA	353	N4YDAA	LGA	ORD	120.0	733	18	0	2013-05-14 18:00:00	American Airlines Inc.
169323	2013	4	5	1024.0	1030	-6.0	1319.0	1335	-16.0	UA	602	N537UA	LGA	IAH	192.0	1416	10	30	2013-04-05 10:00:00	United Air Lines Inc.
286084	2013	8	7	1352.0	1400	-8.0	1448.0	1508	-20.0	US	2150	N949UW	LGA	BOS	32.0	184	14	0	2013-08-07 14:00:00	US Airways Inc.
196857	2013	5	4	1637.0	1632	5.0	1911.0	1956	-45.0	B6	675	N766JB	JFK	LAX	312.0	2475	16	32	2013-05-04 16:00:00	JetBlue Airways
326734	2013	9	20	630.0	630	0.0	843.0	847	-4.0	DL	575	N305DQ	EWR	ATL	97.0	746	6	30	2013-09-20 06:00:00	Delta Air Lines Inc.
268833	2013	7	20	1444.0	1355	49.0	1615.0	1550	25.0	MQ	3567	N511MQ	LGA	CLT	77.0	544	13	55	2013-07-20 13:00:00	Envoy Air
224108	2013	6	3	910.0	918	-8.0	1238.0	1204	34.0	B6	183	N561JB	JFK	MCO	144.0	944	9	18	2013-06-03 09:00:00	JetBlue Airways
238817	2013	6	18	1943.0	1919	24.0	2225.0	2210	15.0	UA	1259	N73270	LGA	IAH	200.0	1416	19	19	2013-06-18 19:00:00	United Air Lines Inc.
178071	2013	4	14	1821.0	1823	-2.0	2057.0	2047	10.0	DL	1715	N319US	LGA	MSY	173.0	1183	18	23	2013-04-14 18:00:00	Delta Air Lines Inc.
92518	2013	12	11	605.0	611	-6.0	905.0	912	-7.0	B6	601	N627JB	JFK	FLL	158.0	1069	6	11	2013-12-11 06:00:00	JetBlue Airways
67051	2013	11	13	738.0	740	-2.0	855.0	900	-5.0	MQ	3759	N534MQ	EWR	ORD	101.0	719	7	40	2013-11-13 07:00:00	Envoy Air
271150	2013	7	23	536.0	536	0.0	758.0	806	-8.0	UA	1591	N12218	EWR	IAH	183.0	1400	5	36	2013-07-23 05:00:00	United Air Lines Inc.
240916	2013	6	20	1957.0	1959	-2.0	2122.0	2140	-18.0	DL	975	N906DL	LGA	PIT	53.0	335	19	59	2013-06-20 19:00:00	Delta Air Lines Inc.
246329	2013	6	26	1606.0	1540	26.0	2043.0	1741		US	1899	N747UW	LGA	CLT		544	15	40	2013-06-26 15:00:00	US Airways Inc.
264430	2013	7	16	559.0	608	-9.0	658.0	719	-21.0	B6	2180	N216JB	EWR	BOS	37.0	200	6	8	2013-07-16 06:00:00	JetBlue Airways
194924	2013	5	2	1501.0	1500	1.0	1612.0	1638	-26.0	UA	741	N443UA	LGA	ORD	108.0	733	15	0	2013-05-02 15:00:00	United Air Lines Inc.
249908	2013	6	30	1304.0	1209	55.0	1600.0	1312	168.0	EV	4249	N11536	EWR	BWI	59.0	169	12	9	2013-06-30 12:00:00	ExpressJet Airlines Inc.
299616	2013	8	21	1540.0	1545	-5.0	1745.0	1814	-29.0	DL	1705	N315NB	LGA	MSY	160.0	1183	15	45	2013-08-21 15:00:00	Delta Air Lines Inc.
129837	2013	2	21		1435			1701		DL	1545	N335NB	LGA	MCI		1107	14	35	2013-02-21 14:00:00	Delta Air Lines Inc.
30527	2013	10	4	1525.0	1535	-10.0	1657.0	1727	-30.0	UA	494	N813UA	LGA	CLE	68.0	419	15	35	2013-10-04 15:00:00	United Air Lines Inc.
118502	2013	2	9	1806.0	1730	36.0	2112.0	2037	35.0	DL	1529	N3751B	JFK	LAS	315.0	2248	17	30	2013-02-09 17:00:00	Delta Air Lines Inc.
10398	2013	1	12	1954.0	2000	-6.0	2113.0	2146	-33.0	9E	3320	N908XJ	JFK	BUF	53.0	301	20	0	2013-01-12 20:00:00	Endeavor Air Inc.
271351	2013	7	23	903.0	903	0.0	1143.0	1200	-17.0	UA	1626	N36207	EWR	SAN	311.0	2425	9	3	2013-07-23 09:00:00	United Air Lines Inc.
20977	2013	1	25	617.0	625	-8.0	900.0	934	-34.0	UA	1497	N17719	LGA	IAH	204.0	1416	6	25	2013-01-25 06:00:00	United Air Lines Inc.
316061	2013	9	8	1756.0	1800	-4.0	2106.0	2103	3.0	B6	263	N558JB	JFK	SEA	325.0	2422	18	0	2013-09-08 18:00:00	JetBlue Airways
150740	2013	3	16	1457.0	1430	27.0	1625.0	1554	31.0	EV	5766	N834AS	LGA	IAD	49.0	229	14	30	2013-03-16 14:00:00	ExpressJet Airlines Inc.
2519	2013	1	3	1849.0	1819	30.0	2008.0	1932	36.0	EV	4520	N14204	EWR	PWM	49.0	284	18	19	2013-01-03 18:00:00	ExpressJet Airlines Inc.
173053	2013	4	9	1234.0	1235	-1.0	1511.0	1505	6.0	WN	3209	N248WN	LGA	DEN	235.0	1620	12	35	2013-04-09 12:00:00	Southwest Airlines Co.
27683	2013	10	1	1652.0	1655	-3.0	1757.0	1820	-23.0	WN	2988	N262WN	LGA	MDW	105.0	725	16	55	2013-10-01 16:00:00	Southwest Airlines Co.
148875	2013	3	14	1455.0	1459	-4.0	1805.0	1814	-9.0	B6	137	N639JB	JFK	RSW	160.0	1074	14	59	2013-03-14 14:00:00	JetBlue Airways
47908	2013	10	23	1228.0	1200	28.0	1400.0	1317	43.0	US	2179	N703UW	LGA	DCA	53.0	214	12	0	2013-10-23 12:00:00	US Airways Inc.
332568	2013	9	26	1134.0	1059	35.0	1341.0	1254	47.0	MQ	3281	N724MQ	LGA	CMH	67.0	479	10	59	2013-09-26 10:00:00	Envoy Air
120784	2013	2	12	611.0	615	-4.0	841.0	842	-1.0	DL	575	N355NB	EWR	ATL	126.0	746	6	15	2013-02-12 06:00:00	Delta Air Lines Inc.
315064	2013	9	7	1350.0	1359	-9.0	1543.0	1605	-22.0	B6	1373	N231JB	JFK	CHS	88.0	636	13	59	2013-09-07 13:00:00	JetBlue Airways
164802	2013	3	31	1717.0	1715	2.0	2017.0	2027	-10.0	UA	1228	N36447	EWR	SAN	342.0	2425	17	15	2013-03-31 17:00:00	United Air Lines Inc.
191730	2013	4	29	921.0	930	-9.0	1239.0	1244	-5.0	B6	1639	N579JB	LGA	RSW	168.0	1080	9	30	2013-04-29 09:00:00	JetBlue Airways
148646	2013	3	14	1006.0	1015	-9.0	1153.0	1208	-15.0	US	1081	N110UW	EWR	CLT	80.0	529	10	15	2013-03-14 10:00:00	US Airways Inc.
322855	2013	9	16	702.0	700	2.0	1006.0	1010	-4.0	DL	1415	N396DA	JFK	SLC	267.0	1990	7	0	2013-09-16 07:00:00	Delta Air Lines Inc.
218478	2013	5	28	831.0	837	-6.0	1025.0	1044	-19.0	EV	4548	N14143	EWR	MCI	153.0	1092	8	37	2013-05-28 08:00:00	ExpressJet Airlines Inc.
82270	2013	11	29	2101.0	2107	-6.0	2157.0	2215	-18.0	UA	994	N456UA	EWR	BOS	38.0	200	21	7	2013-11-29 21:00:00	United Air Lines Inc.
155703	2013	3	21	1901.0	1800	61.0	2209.0	2109	60.0	B6	989	N703JB	JFK	FLL	151.0	1069	18	0	2013-03-21 18:00:00	JetBlue Airways
169862	2013	4	5	1934.0	1930	4.0	2246.0	2238	8.0	UA	1292	N13248	EWR	FLL	146.0	1065	19	30	2013-04-05 19:00:00	United Air Lines Inc.
126679	2013	2	18	1622.0	1630	-8.0	1829.0	1840	-11.0	DL	2231	N907DA	LGA	DTW	92.0	502	16	30	2013-02-18 16:00:00	Delta Air Lines Inc.
250201	2013	6	30	1959.0	1655	184.0	223.0	1900		US	681	N663AW	EWR	PHX		2133	16	55	2013-06-30 16:00:00	US Airways Inc.
271104	2013	7	22		1740			2015		WN	345	N470WN	LGA	DEN		1620	17	40	2013-07-22 17:00:00	Southwest Airlines Co.
229864	2013	6	9	1252.0	1255	-3.0	1532.0	1541	-9.0	UA	1109	N14106	EWR	MCO	139.0	937	12	55	2013-06-09 12:00:00	United Air Lines Inc.
308213	2013	8	30	1642.0	1649	-7.0	1838.0	1903	-25.0	EV	4294	N15555	EWR	SAV	99.0	708	16	49	2013-08-30 16:00:00	ExpressJet Airlines Inc.
48230	2013	10	23	1731.0	1729	2.0	2038.0	2030	8.0	UA	1692	N37437	EWR	SAN	324.0	2425	17	29	2013-10-23 17:00:00	United Air Lines Inc.
160331	2013	3	26	1907.0	1915	-8.0	2031.0	2110	-39.0	9E	3525	N914XJ	JFK	ORD	111.0	740	19	15	2013-03-26 19:00:00	Endeavor Air Inc.
274767	2013	7	26	1619.0	1624	-5.0	1830.0	1907	-37.0	UA	1178	N17126	EWR	IAH	177.0	1400	16	24	2013-07-26 16:00:00	United Air Lines Inc.
280561	2013	8	1	1810.0	1625	105.0	2203.0	1928	155.0	B6	1117	N663JB	LGA	TPA	169.0	1010	16	25	2013-08-01 16:00:00	JetBlue Airways
158422	2013	3	24	2024.0	1955	29.0	2337.0	2310	27.0	AA	1709	N3CJAA	LGA	MIA	164.0	1096	19	55	2013-03-24 19:00:00	American Airlines Inc.
313905	2013	9	6	815.0	825	-10.0	1004.0	1023	-19.0	US	409	N651AW	EWR	CLT	79.0	529	8	25	2013-09-06 08:00:00	US Airways Inc.
317890	2013	9	10	1552.0	1545	7.0	1701.0	1705	-4.0	AA	256	N3ERAA	JFK	BOS	41.0	187	15	45	2013-09-10 15:00:00	American Airlines Inc.
212419	2013	5	21	1301.0	1300	1.0	1422.0	1410	12.0	US	2175	N709UW	LGA	DCA	44.0	214	13	0	2013-05-21 13:00:00	US Airways Inc.
172759	2013	4	9	712.0	715	-3.0	920.0	916	4.0	DL	831	N319NB	LGA	DTW	91.0	502	7	15	2013-04-09 07:00:00	Delta Air Lines Inc.
132728	2013	2	25	1008.0	1006	2.0	1127.0	1140	-13.0	UA	1060	N33289	EWR	ORD	120.0	719	10	6	2013-02-25 10:00:00	United Air Lines Inc.
185957	2013	4	23	629.0	632	-3.0	754.0	745	9.0	B6	1305	N273JB	JFK	IAD	51.0	228	6	32	2013-04-23 06:00:00	JetBlue Airways
103214	2013	12	22	1749.0	1730	19.0	1936.0	1925	11.0	MQ	3526	N513MQ	LGA	CMH	83.0	479	17	30	2013-12-22 17:00:00	Envoy Air
246777	2013	6	27	602.0	605	-3.0	740.0	735	5.0	MQ	3525	N723MQ	LGA	RDU	67.0	431	6	5	2013-06-27 06:00:00	Envoy Air
218542	2013	5	28	929.0	935	-6.0	1142.0	1208	-26.0	EV	4140	N14905	EWR	ATL	110.0	746	9	35	2013-05-28 09:00:00	ExpressJet Airlines Inc.
179940	2013	4	16	1725.0	1729	-4.0	2030.0	2024	6.0	UA	1672	N33103	EWR	IAH	207.0	1400	17	29	2013-04-16 17:00:00	United Air Lines Inc.
135251	2013	2	27		1056			1220		EV	4694	N16976	EWR	MKE		725	10	56	2013-02-27 10:00:00	ExpressJet Airlines Inc.
265884	2013	7	17	1402.0	1406	-4.0	1545.0	1608	-23.0	EV	3836	N14972	EWR	CVG	85.0	569	14	6	2013-07-17 14:00:00	ExpressJet Airlines Inc.
78985	2013	11	25	2152.0	2157	-5.0	2254.0	2306	-12.0	UA	203	N562UA	EWR	BOS	41.0	200	21	57	2013-11-25 21:00:00	United Air Lines Inc.
132840	2013	2	25	1240.0	1245	-5.0	1429.0	1444	-15.0	EV	5054	N740EV	EWR	DTW	87.0	488	12	45	2013-02-25 12:00:00	ExpressJet Airlines Inc.
133655	2013	2	26	925.0	930	-5.0	1256.0	1242	14.0	B6	375	N554JB	LGA	FLL	173.0	1076	9	30	2013-02-26 09:00:00	JetBlue Airways
237973	2013	6	17	2125.0	2040	45.0	2329.0	2235	54.0	MQ	3603	N722MQ	LGA	DTW	92.0	502	20	40	2013-06-17 20:00:00	Envoy Air
73188	2013	11	19	1718.0	1706	12.0	1822.0	1818	4.0	B6	2580	N238JB	EWR	BOS	41.0	200	17	6	2013-11-19 17:00:00	JetBlue Airways
13165	2013	1	16	658.0	630	28.0	848.0	810	38.0	AA	303	N3AMAA	LGA	ORD	132.0	733	6	30	2013-01-16 06:00:00	American Airlines Inc.
103986	2013	12	23	1427.0	1432	-5.0	1554.0	1555	-1.0	EV	5713	N830AS	LGA	IAD	58.0	229	14	32	2013-12-23 14:00:00	ExpressJet Airlines Inc.
